Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,CA,California,Kern,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.7,,,30.6,39.0,917673,06029,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-118.7295064 35.3466288)
2021,CA,California,Trinity,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,36.4,,,31.7,41.5,16060,06105,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-123.114666 40.6478582)
2021,CA,California,Santa Clara,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.6,,,6.5,8.8,1885508,06085,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-121.6895401 37.2216142)
2021,CA,California,Fresno,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.8,3.6,1013581,06019,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-119.6550193 36.7610058)
2021,CA,California,Kings,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.2,,,65.3,73.0,153443,06031,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-119.8155301 36.072478)
2021,CA,California,Alameda,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.3,,,5.7,9.1,1648556,06001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-121.912488 37.6471385)
2021,CA,California,San Diego,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24,,,21.0,27.4,3286069,06073,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-116.7761174 33.0236041)
2021,CA,California,Nevada,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.9,,,34.7,45.2,103487,06057,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-120.7713429 39.2975082)
2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.5,,,9.0,12.2,1161413,06013,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-121.9515431 37.919479)
2021,CA,California,Sierra,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.8,,,10.8,14.9,3283,06091,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-120.5219926 39.5769252)
2021,CA,California,Riverside,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.4,,,11.4,15.4,2458395,06065,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-116.0022389 33.7298275)
2020,CA,California,Tehama,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.8,,,78.4,83.0,65498,06103,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-122.2322737 40.1261573)
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.9,3.5,28100,06015,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-123.9809983 41.7499033)
2021,CA,California,San Francisco,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.0,4.1,815201,06075,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-123.0322294 37.7272391)
2021,CA,California,Humboldt,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.7,,,79.6,85.6,136310,06023,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-123.9261757 40.7066554)
2021,CA,California,Alpine,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10,,,9.2,10.8,1235,06003,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-119.7983522 38.6217831)
2021,CA,California,Tulare,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,80.8,,,77.3,83.9,477054,06107,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-118.7810551 36.2288339)
2020,CA,California,Santa Barbara,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.1,,,5.9,12.8,446475,06083,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-120.0383645 34.5366774)
2020,CA,California,Siskiyou,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,30.9,,,24.2,37.5,44118,06093,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-122.5332868 41.5879861)
2021,CA,California,San Luis Obispo,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,13.4,18.1,283159,06079,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.4488974 35.3881891)
2021,CA,California,Madera,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.3,,,19.7,27.2,159410,06039,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-119.7498023 37.2098213)
2021,CA,California,Tehama,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.1,,,17.2,25.4,65498,06103,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-122.2322737 40.1261573)
2021,CA,California,Sonoma,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.5,,,14.5,21.0,485887,06097,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.9261095 38.5251824)
2020,CA,California,Santa Barbara,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,33,,,27.4,39.1,446475,06083,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-120.0383645 34.5366774)
2021,CA,California,El Dorado,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.7,193221,06017,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.5342245 38.7856116)
2021,CA,California,Santa Cruz,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.5,,,26.2,35.0,267792,06087,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-122.0077889 37.0123466)
2021,CA,California,Inyo,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.4,,,22.4,30.5,18970,06027,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-117.4042092 36.5621604)
2021,CA,California,Riverside,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,15.6,20.9,2458395,06065,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-116.0022389 33.7298275)
2020,CA,California,Stanislaus,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,58,,,54.8,61.1,552999,06099,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-121.0028311 37.5623162)
2021,CA,California,San Benito,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,12.2,,,10.4,14.2,66677,06069,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-121.0858108 36.6116507)
2021,CA,California,Placer,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.1,,,8.4,11.9,412300,06061,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.7227181 39.0620323)
2020,CA,California,Humboldt,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.7,,,32.1,35.1,136310,06023,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-123.9261757 40.7066554)
2020,CA,California,Stanislaus,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.8,,,31.7,34.0,552999,06099,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-121.0028311 37.5623162)
2020,CA,California,Placer,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.3,,,29.8,32.7,412300,06061,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-120.7227181 39.0620323)
2021,CA,California,Sierra,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.5,4.5,3283,06091,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-120.5219926 39.5769252)
2021,CA,California,Sacramento,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.6,,,29.0,36.5,1588921,06067,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-121.3443291 38.4501363)
2021,CA,California,Glenn,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.3,,,12.5,16.3,28805,06021,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-122.4016998 39.6025462)
2020,CA,California,San Bernardino,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,24.9,,,21.0,29.0,2194710,06071,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-116.1815707 34.8566615)
2021,CA,California,Plumas,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,18.5,26.1,19915,06063,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.8243709 39.9922953)
2021,CA,California,Tehama,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.4,65498,06103,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-122.2322737 40.1261573)
2021,CA,California,Del Norte,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,62.4,,,56.1,68.4,28100,06015,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-123.9809983 41.7499033)
2021,CA,California,Humboldt,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,14.5,21.4,136310,06023,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-123.9261757 40.7066554)
2021,CA,California,El Dorado,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.9,,,21.8,30.5,193221,06017,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-120.5342245 38.7856116)
2021,CA,California,Plumas,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.2,5.7,19915,06063,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-120.8243709 39.9922953)
2021,CA,California,Kern,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,16.7,,,14.3,19.5,917673,06029,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-118.7295064 35.3466288)
2021,CA,California,Riverside,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,10.1,15.0,2458395,06065,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-116.0022389 33.7298275)
2020,CA,California,Alpine,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.5,,,63.4,69.6,1235,06003,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-119.7983522 38.6217831)
2020,CA,California,Santa Cruz,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84,,,82.0,86.0,267792,06087,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-122.0077889 37.0123466)
2021,CA,California,Solano,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.3,,,9.1,13.8,451716,06095,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-121.939594 38.2672255)
2021,CA,California,Calaveras,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,7.8,10.8,46221,06009,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-120.5541065 38.1910682)
2021,CA,California,Mariposa,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.2,,,15.4,22.9,17147,06043,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-119.9117215 37.5743432)
2021,CA,California,Kings,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,14.7,19.2,153443,06031,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-119.8155301 36.072478)
2021,CA,California,Santa Clara,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.9,,,69.0,76.4,1885508,06085,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-121.6895401 37.2216142)
2021,CA,California,Tulare,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.8,,,8.4,11.5,477054,06107,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-118.7810551 36.2288339)
2021,CA,California,San Diego,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.9,,,9.4,12.6,3286069,06073,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-116.7761174 33.0236041)
2021,CA,California,Colusa,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.9,8.7,21917,06011,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-122.2375629 39.1777385)
2020,CA,California,Sierra,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.9,,,26.2,40.0,3283,06091,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-120.5219926 39.5769252)
2021,CA,California,San Diego,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.8,5.1,3286069,06073,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-116.7761174 33.0236041)
2021,CA,California,Contra Costa,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.9,,,3.4,4.5,1161413,06013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-121.9515431 37.919479)
2020,CA,California,Madera,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,26.4,,,21.4,31.9,159410,06039,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-119.7498023 37.2098213)
2021,CA,California,Fresno,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.3,5.6,1013581,06019,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-119.6550193 36.7610058)
2021,CA,California,Tehama,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60.8,,,54.3,67.0,65498,06103,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-122.2322737 40.1261573)
2021,CA,California,Sierra,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4,,,3.6,4.4,3283,06091,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-120.5219926 39.5769252)
2021,CA,California,Sutter,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.2,,,27.1,35.5,99063,06101,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-121.7039397 39.0361898)
2021,CA,California,Orange,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.9,5.1,3167809,06059,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-117.7772068 33.6756872)
2021,CA,California,Alameda,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.1,,,68.3,75.7,1648556,06001,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-121.912488 37.6471385)
2021,CA,California,Riverside,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.2,2458395,06065,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-116.0022389 33.7298275)
2021,CA,California,Placer,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,12.8,17.2,412300,06061,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.7227181 39.0620323)
2021,CA,California,Santa Cruz,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.5,,,15.2,22.0,267792,06087,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-122.0077889 37.0123466)
2020,CA,California,Lassen,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,58.6,,,55.3,61.8,33159,06035,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-120.6212225 40.7152866)
2020,CA,California,Shasta,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.6,,,25.8,39.7,182139,06089,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-122.0435558 40.7605142)
2020,CA,California,Amador,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,64.1,,,60.9,67.1,41259,06005,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-120.653858 38.4435493)
2021,CA,California,Alpine,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.9,,,12.1,15.9,1235,06003,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-119.7983522 38.6217831)
2021,CA,California,Napa,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24.2,,,20.4,28.3,136207,06055,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-122.3259045 38.5070999)
2021,CA,California,Marin,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,16.1,23.2,260206,06041,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-122.7463958 38.0513667)
2021,CA,California,Imperial,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3.0,3.8,179851,06025,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-115.3554001 33.0408143)
2020,CA,California,Lassen,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,65.5,,,60.9,70.1,33159,06035,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-120.6212225 40.7152866)
2020,CA,California,Sacramento,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,34.3,,,29.4,39.4,1588921,06067,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-121.3443291 38.4501363)
2021,CA,California,Santa Barbara,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,9.6,13.2,446475,06083,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-120.0383645 34.5366774)
2020,CA,California,Mendocino,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,30.9,33.6,91305,06045,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-123.4428811 39.4323876)
2021,CA,California,Sutter,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.7,,,14.4,19.2,99063,06101,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-121.7039397 39.0361898)
2021,CA,California,Santa Cruz,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.5,,,81.5,87.1,267792,06087,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.0077889 37.0123466)
